video_id,comment,video_published_at,likes,views,subscriptions,date,slang_comment,cleaned_comment,category,subcategory,sentiment_category
AkTOFQmsb_U,How can he manage to recover in that position?,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,How can he manage to recover in that position?,manage recover position,General,unknown,neutral
AkTOFQmsb_U,This is certainly a decent way to keep up with red bull,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,This is certainly a decent way to keep up with red bull,certainly decent way keep red bull,product,red bull,positive
AkTOFQmsb_U,I'll try anything once,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,I'll try anything once,ill try anything,General,unknown,negative
AkTOFQmsb_U,Against gravitation,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Against gravitation,gravitation,General,unknown,neutral
AkTOFQmsb_U,Excellent manoeuvres 👍👌,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Excellent manoeuvres 👍👌,excellent manoeuvres,General,unknown,positive
AkTOFQmsb_U,i said “oh nooo” then “oh yesss” right after that  lol,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,i said “oh nooo” then “oh yesss” right after that laughing out loud,said oh nooo oh yesss right laughing loud,General,unknown,positive
AkTOFQmsb_U,Everything need effort bro. Why not not ruler😊,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Everything need effort bro. Why not not ruler😊,everything need effort bro ruler,General,unknown,neutral
AkTOFQmsb_U,This is  unbelievable how the motorcycle came back??! .❤️‍🔥Amazing.,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,This is unbelievable how the motorcycle came back??! .❤️‍🔥Amazing.,unbelievable motorcycle came back amazing,product,amazing,positive
AkTOFQmsb_U,Wow! What is the title of this movie? 😂,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Wow! What is the title of this movie? 😂,wow title movie,product,wow,positive
AkTOFQmsb_U,if you crash heads down you dead🎉,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,if you crash heads down you dead🎉,crash heads dead,General,unknown,negative
AkTOFQmsb_U,Crazy Respekt,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Crazy Respekt,crazy respekt,General,unknown,negative
AkTOFQmsb_U,"Sweet double, but how does the air bag not get burned by hot bike pipe,, 😊",2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,"Sweet double, but how does the air bag not get burned by hot bike pipe,, 😊",sweet double air bag get burned hot bike pipe,General,unknown,positive
AkTOFQmsb_U,Damn,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Damn,damn,product,dam,neutral
AkTOFQmsb_U,"""He did the walking man in mid-flite !"" 🚶💨💨💨💨.....WOW! 🤯😳🙀🔥.....🫡",2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,"""He did the walking man in mid-flite !"" 🚶💨💨💨💨.....WOW! 🤯😳🙀🔥.....🫡",walking man midflite wow,product,wow,positive
AkTOFQmsb_U,Sexy👹,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Sexy👹,sexy,General,unknown,positive
AkTOFQmsb_U,The absolute balls,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,The absolute balls,absolute balls,General,unknown,positive
AkTOFQmsb_U,"確かこの絵はバイクじゃなかったら何に？の話のだった気がするの
この男の子E.T?",2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,確かこの絵はバイクじゃなかったら何に？の話のだった気がするの この男の子E.T?,et,General,unknown,neutral
AkTOFQmsb_U,Incroyable 😮,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Incroyable 😮,incroyable,General,unknown,neutral
AkTOFQmsb_U,Cool stuff be safe out there,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Cool stuff be safe out there,cool stuff safe,General,unknown,positive
AkTOFQmsb_U,How does one know he can do this?,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,How does one know he can do this?,one know,General,unknown,neutral
AkTOFQmsb_U,❤ it’s like the eagle playing with its prey 😁,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,❤ it’s like the eagle playing with its prey 😁,like eagle playing prey,General,unknown,neutral
AkTOFQmsb_U,4t,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,4t,,General,unknown,neutral
AkTOFQmsb_U,Fkn NUTS BUT GOOD AT IT !,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Fkn NUTS BUT GOOD AT IT !,fkn nuts good,General,unknown,positive
AkTOFQmsb_U,❤❤❤,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,❤❤❤,,General,unknown,neutral
AkTOFQmsb_U,Buenisimo!!,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Buenisimo!!,buenisimo,product,im,neutral
AkTOFQmsb_U,Nice flip,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Nice flip,nice flip,General,unknown,positive
AkTOFQmsb_U,Watching multiole times.,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Watching multiole times.,watching multiole times,product,im,neutral
AkTOFQmsb_U,This some redbull ish... monster 😂😂,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,This some redbull ish... monster 😂😂,redbull ish monster,product,redbull,neutral
AkTOFQmsb_U,how do people figure out they can do this and survive?,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,how do people figure out they can do this and survive?,people figure survive,General,unknown,neutral
AkTOFQmsb_U,brother is flying in the sky,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,brother is flying in the sky,brother flying sky,General,unknown,neutral
AkTOFQmsb_U,Not a flip. Ok pretty impressive though.,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Not a flip. Ok pretty impressive though.,flip ok pretty impressive though,product,im,positive
AkTOFQmsb_U,nuts.  u guys are so dope,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,nuts. you guys are so dope,nuts guys dope,General,unknown,neutral
AkTOFQmsb_U,How great is it that this incredible feat of athleticism is immortalized on YT?,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,How great is it that this incredible feat of athleticism is immortalized on YT?,great incredible feat athleticism immortalized yt,product,im,positive
AkTOFQmsb_U,The Slow-Mo makes it look like magic!,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,The Slow-Mo makes it look like magic!,slowmo makes look like magic,General,unknown,positive
AkTOFQmsb_U,Atta Boy 👏👏 Get some !!!! 👊,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Atta Boy 👏👏 Get some !!!! 👊,atta boy get,General,unknown,neutral
AkTOFQmsb_U,آفرین به این هنر ،به این شهامت و به  این شجاعت شما.❤❤❤❤❤,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,آفرین به این هنر ،به این شهامت و به این شجاعت شما.❤❤❤❤❤,,General,unknown,neutral
AkTOFQmsb_U,Now Monster is here after Redbull..,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Now Monster is here after Redbull..,monster redbull,product,redbull,neutral
AkTOFQmsb_U,The cameraman ❤❤❤,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,The cameraman ❤❤❤,cameraman,video_quality,camera,neutral
AkTOFQmsb_U,🔥 روعة 🔥,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,🔥 روعة 🔥,,General,unknown,neutral
AkTOFQmsb_U,"Yeah, easy...",2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,"Yeah, easy...",yeah easy,General,unknown,positive
AkTOFQmsb_U,It is like a magic 🤩,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,It is like a magic 🤩,like magic,General,unknown,positive
AkTOFQmsb_U,Nice shot 📷,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Nice shot 📷,nice shot,General,unknown,positive
AkTOFQmsb_U,Bro is The Pro,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Bro is The Pro,bro pro,General,unknown,neutral
AkTOFQmsb_U,Louco massa demais,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Louco massa demais,louco massa demais,General,unknown,neutral
AkTOFQmsb_U,How??????😮,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,How??????😮,,General,unknown,neutral
AkTOFQmsb_U,Well well well 👏👏👏,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Well well well 👏👏👏,well well well,General,unknown,neutral
AkTOFQmsb_U,This Style is called Indian Telugu Film Actor Nandamuri Balayya....😂,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,This Style is called Indian Telugu Film Actor Nandamuri Balayya....😂,style called indian telugu film actor nandamuri balayya,product,dam,neutral
AkTOFQmsb_U,Yeaaaaah 😮😮,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Yeaaaaah 😮😮,yeaaaaah,General,unknown,neutral
AkTOFQmsb_U,Pake tektik membalik kan motor cross joki nya,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Pake tektik membalik kan motor cross joki nya,pake tektik membalik kan motor cross joki nya,General,unknown,neutral
AkTOFQmsb_U,Wow,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Wow,wow,product,wow,positive
AkTOFQmsb_U,Salaam is rider ko,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Salaam is rider ko,salaam rider ko,General,unknown,neutral
AkTOFQmsb_U,Just WOW!!!,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Just WOW!!!,wow,product,wow,positive
AkTOFQmsb_U,Wow! It's potential death or crippled if you mess up.Props.,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Wow! It's potential death or crippled if you mess up.Props.,wow potential death crippled mess upprops,product,wow,negative
AkTOFQmsb_U,Wow!!!! How did he managed to do that??????,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Wow!!!! How did he managed to do that??????,wow managed,product,wow,positive
AkTOFQmsb_U,I bend rims just jumping ditches... lol,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,I bend rims just jumping ditches... laughing out loud,bend rims jumping ditches laughing loud,product,im,positive
AkTOFQmsb_U,손 놓으면 바이크 사람다 다치는상황인데~굿,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,손 놓으면 바이크 사람다 다치는상황인데~굿,,General,unknown,neutral
AkTOFQmsb_U,Very Bold skit 👍,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Very Bold skit 👍,bold skit,General,unknown,positive
AkTOFQmsb_U,Siiick asf !!!,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Siiick asf !!!,siiick asf,General,unknown,neutral
AkTOFQmsb_U,Poetry in motion.👍 Stay Awesome!,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Poetry in motion.👍 Stay Awesome!,poetry motion stay awesome,product,awesome,positive
AkTOFQmsb_U,I swear this is a sign of the downfall of our civilization. These guys are doing the most insane stuff. Where can they go from here? Quad backflips? I mean it's the top of what you can do. Amazing,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,I swear this is a sign of the downfall of our civilization. These guys are doing the most insane stuff. Where can they go from here? Quad backflips? I mean it's the top of what you can do. Amazing,swear sign downfall civilization guys insane stuff go quad backflips mean top amazing,product,amazing,negative
AkTOFQmsb_U,인간 맞습니까?,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,인간 맞습니까?,,General,unknown,neutral
AkTOFQmsb_U,Monkey Man 😮,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Monkey Man 😮,monkey man,General,unknown,negative
AkTOFQmsb_U,What will happen if he die,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,What will happen if he die,happen die,General,unknown,neutral
AkTOFQmsb_U,Comment es se Possible ? ? ?,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Comment es se Possible ? ? ?,comment es se possible,General,unknown,neutral
AkTOFQmsb_U,Niiiiiiiiçe 1 dude 👍,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Niiiiiiiiçe 1 dude 👍,niiiiiiiie dude,General,unknown,neutral
AkTOFQmsb_U,commitment here 110%,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,commitment here 110%,commitment,General,unknown,neutral
AkTOFQmsb_U,Insanely,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Insanely,insanely,General,unknown,negative
AkTOFQmsb_U,👏👏👏👏👏👏👏👏👏,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,👏👏👏👏👏👏👏👏👏,,General,unknown,neutral
AkTOFQmsb_U,Crisp and Clean,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Crisp and Clean,crisp clean,General,unknown,positive
AkTOFQmsb_U,Dude 😮,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Dude 😮,dude,General,unknown,neutral
AkTOFQmsb_U,Still looking 4 the red bull logo,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Still looking 4 the red bull logo,still looking red bull logo,product,red bull,neutral
AkTOFQmsb_U,Ohaaa,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Ohaaa,ohaaa,General,unknown,neutral
AkTOFQmsb_U,Red bull management: GUYS YOU HAVE TO TRY HARDER THEY'RE CATCHING UP!,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Red bull management: GUYS YOU HAVE TO TRY HARDER THEY'RE CATCHING UP!,red bull management guys try harder theyre catching,product,red bull,positive
AkTOFQmsb_U,😮,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,😮,,General,unknown,neutral
AkTOFQmsb_U,What an awesome bike 😍,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,What an awesome bike 😍,awesome bike,product,awesome,positive
AkTOFQmsb_U,"Smooth as f"";+-",2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,"Smooth as f"";+-",smooth f,General,unknown,positive
AkTOFQmsb_U,Dedicated.   If you work hard at something.  You can accomplish  anything.    Persistence,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Dedicated. If you work hard at something. You can accomplish anything. Persistence,dedicated work hard something accomplish anything persistence,General,unknown,negative
AkTOFQmsb_U,GreateAnna,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,GreateAnna,greateanna,General,unknown,neutral
AkTOFQmsb_U,Ez igazi? Vagy egy szaros AI?,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Ez igazi? Vagy egy szaros AI?,ez igazi vagy egy szaros ai,General,unknown,neutral
AkTOFQmsb_U,А где конец? Может он упал.,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,А где конец? Может он упал.,,General,unknown,neutral
AkTOFQmsb_U,Perfect 👍👍👍 and Wonderful ❤❤❤❤,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Perfect 👍👍👍 and Wonderful ❤❤❤❤,perfect wonderful,General,unknown,positive
AkTOFQmsb_U,"The authorities helped them test me, the police, feds, military,  the judicial system,  attorneys, multiple cities the sheep in them,  ......🤣🤣🤣🤣🤣🤣 that's embarrassing,  what a bunch of cowardly punks",2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,"The authorities helped them test me, the police, feds, military, the judicial system, attorneys, multiple cities the sheep in them, ......🤣🤣🤣🤣🤣🤣 that's embarrassing, what a bunch of cowardly punks",authorities helped test police feds military judicial system attorneys multiple cities sheep thats embarrassing bunch cowardly punks,General,unknown,negative
AkTOFQmsb_U,That's incredible!! Freaking awesome!!,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,That's incredible!! Freaking awesome!!,thats incredible freaking awesome,product,awesome,positive
AkTOFQmsb_U,Skywalker,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Skywalker,skywalker,General,unknown,neutral
AkTOFQmsb_U,"آفرین  به هوش مصنوعی. ‌.‌‌.‌‌‌‌....
.",2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,آفرین به هوش مصنوعی. ‌.‌‌.‌‌‌‌.... .,,General,unknown,neutral
AkTOFQmsb_U,❤❤,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,❤❤,,General,unknown,neutral
AkTOFQmsb_U,Waw,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,Waw,waw,General,unknown,neutral
AkTOFQmsb_U,"Слушайте в наушниках, в этом видео прикольный звук. 
А гонщик молодец 👍",2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,"Слушайте в наушниках, в этом видео прикольный звук. А гонщик молодец 👍",,General,unknown,neutral
AkTOFQmsb_U,What a shining motorbike 😮,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,What a shining motorbike 😮,shining motorbike,General,unknown,neutral
AkTOFQmsb_U,What a skill❤❤❤hats off,2024-05-14T19:00:09Z,405515,11971242,3430000,May-24,What a skill❤❤❤hats off,skillhats,video_quality,skill,neutral
UphYE3guQhU,H U G E,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,H U G E,h u g e,General,unknown,neutral
UphYE3guQhU,Yeah yeah slow mo wasn't ideal for this clip but holy hell he aired that out. Someone did a nice wax on that board. That wasn't just fast snow.,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Yeah yeah slow mo wasn't ideal for this clip but holy hell he aired that out. Someone did a nice wax on that board. That wasn't just fast snow.,yeah yeah slow mo wasnt ideal clip holy hell aired someone nice wax board wasnt fast snow,General,unknown,positive
UphYE3guQhU,Very flying tomato esque,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Very flying tomato esque,flying tomato esque,General,unknown,neutral
UphYE3guQhU,Closest to the flying tomatoe. Shanw White was hitting 26 feet plus. This last x games 19 ft was the highest. Let that settle.,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Closest to the flying tomatoe. Shanw White was hitting 26 feet plus. This last x games 19 ft was the highest. Let that settle.,closest flying tomatoe shanw white hitting feet plus last x games ft highest let settle,General,unknown,neutral
UphYE3guQhU,Next producer of overrated caffeinated sugar water promoting extreme sports?,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Next producer of overrated caffeinated sugar water promoting extreme sports?,next producer overrated caffeinated sugar water promoting extreme sports,General,unknown,negative
UphYE3guQhU,I want to try it but we only have mud here and clothes brushing board,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,I want to try it but we only have mud here and clothes brushing board,want try mud clothes brushing board,General,unknown,neutral
UphYE3guQhU,🤯,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,🤯,,General,unknown,neutral
UphYE3guQhU,Bro got AIR,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Bro got AIR,bro got air,General,unknown,neutral
UphYE3guQhU,.......................................🤙,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,.......................................🤙,,General,unknown,neutral
UphYE3guQhU,Red Bull would have gotten it right,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Red Bull would have gotten it right,red bull would gotten right,product,red bull,positive
UphYE3guQhU,Holy gyat,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Holy gyat,holy gyat,General,unknown,neutral
UphYE3guQhU,"Shit short, 0 air time demonstrated here",2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,"Shit short, 0 air time demonstrated here",shit short air time demonstrated,product,im,negative
UphYE3guQhU,"The leg strength and balance it takes to not fall when you get back down as insane, respect",2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,"The leg strength and balance it takes to not fall when you get back down as insane, respect",leg strength balance takes fall get back insane respect,General,unknown,negative
UphYE3guQhU,"Japanese are truly the best at everything 

We got Ohtani in ball, got Kaishu ain shredding, got Yuto & Cocana in skate. Sheesh!",2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,"Japanese are truly the best at everything We got Ohtani in ball, got Kaishu ain shredding, got Yuto & Cocana in skate. Sheesh!",japanese truly best everything got ohtani ball got kaishu shredding got yuto cocana skate sheesh,General,unknown,positive
UphYE3guQhU,Incroyable,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Incroyable,incroyable,General,unknown,neutral
UphYE3guQhU,9000000000000000000000000000000000000000000000000000000000000000 aura 😅,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,9000000000000000000000000000000000000000000000000000000000000000 aura 😅,aura,General,unknown,neutral
UphYE3guQhU,Of course he’s gonna have crazy air time when you put it in slow motion. YouTube sucks.,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Of course he’s gonna have crazy air time when you put it in slow motion. YouTube sucks.,course hes gon na crazy air time put slow motion youtube sucks,product,im,negative
UphYE3guQhU,It’s too bad he only did a melon grab with all that airtime,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,It’s too bad he only did a melon grab with all that airtime,bad melon grab airtime,product,im,negative
UphYE3guQhU,Insane. Just boosting 5-8 feet out of a 22ft pipe is scary. He's probably like 20ft out.,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Insane. Just boosting 5-8 feet out of a 22ft pipe is scary. He's probably like 20ft out.,insane boosting feet ft pipe scary hes probably like ft,General,unknown,negative
UphYE3guQhU,Redbull is better,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Redbull is better,redbull better,product,redbull,positive
UphYE3guQhU,Only slowmo-skip,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Only slowmo-skip,slowmoskip,General,unknown,neutral
UphYE3guQhU,If u hit flat..100%  snow nap... no need to tap!!!!  take a lap for the chap///,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,If you hit flat..100% snow nap... no need to tap!!!! take a lap for the chap///,hit flat snow nap need tap take lap chap,General,unknown,negative
UphYE3guQhU,The way he just slid into that half pipe tho,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,The way he just slid into that half pipe tho,way slid half pipe tho,General,unknown,negative
UphYE3guQhU,"snowboard mirip skateboard, tapi nggak sama",2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,"snowboard mirip skateboard, tapi nggak sama",snowboard mirip skateboard tapi nggak sama,General,unknown,neutral
UphYE3guQhU,bro,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,brother or close friend,brother close friend,General,unknown,neutral
UphYE3guQhU,The worst thing in the world is when people show a clip in slow motion and fail to show it in regular speed as well. 👎,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,The worst thing in the world is when people show a clip in slow motion and fail to show it in regular speed as well. 👎,worst thing world people show clip slow motion fail show regular speed well,video_quality,speed,negative
UphYE3guQhU,🦸！,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,🦸！,,General,unknown,neutral
UphYE3guQhU,"Quantos metros ,? Alguém sabe",2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,"Quantos metros ,? Alguém sabe",quantos metros algum sabe,General,unknown,neutral
UphYE3guQhU,"It’s a human. No, it’s a snowboarder. NO, ITS A PLANE.",2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,"It’s a human. No, it’s a snowboarder. NO, ITS A PLANE.",human snowboarder plane,General,unknown,neutral
UphYE3guQhU,It’s the map from Mario cart Wii,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,It’s the map from Mario cart Wii,map mario cart wii,General,unknown,neutral
UphYE3guQhU,monster you are NOT redbull,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,monster you are NOT redbull,monster redbull,product,redbull,neutral
UphYE3guQhU,Went to a place like this once. Very fun,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Went to a place like this once. Very fun,went place like fun,General,unknown,positive
UphYE3guQhU,Sick with it kid,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Sick with it kid,sick kid,General,unknown,negative
UphYE3guQhU,slowmo does not add air time,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,slowmo does not add air time,slowmo add air time,product,im,neutral
UphYE3guQhU,Working the snow mounds on the run in is crazy work,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Working the snow mounds on the run in is crazy work,working snow mounds run crazy work,General,unknown,negative
UphYE3guQhU,Bro i thought the drop in was the air time damn,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Bro i thought the drop in was the air time damn,bro thought drop air time damn,product,im,neutral
UphYE3guQhU,😮😮😮😮😮😮😮Летающий Ангелочек ❤❤❤❤❤❤❤❤❤❤❤❤❤❤ Благодарю БОГА ИИСУСА ХРИСТА за все БОГА благодарю БОГА ИИСУСА ХРИСТА за видео БОГУ СЛАВА БОГОРОДИЦЕ аллилуйя БОГОРОДИЦЕ благодарю за все БОГА благодарю за вас люди ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,😮😮😮😮😮😮😮Летающий Ангелочек ❤❤❤❤❤❤❤❤❤❤❤❤❤❤ Благодарю БОГА ИИСУСА ХРИСТА за все БОГА благодарю БОГА ИИСУСА ХРИСТА за видео БОГУ СЛАВА БОГОРОДИЦЕ аллилуйя БОГОРОДИЦЕ благодарю за все БОГА благодарю за вас люди ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,,General,unknown,neutral
UphYE3guQhU,You're not redbull😭,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,You're not redbull😭,youre redbull,product,redbull,neutral
UphYE3guQhU,Monster really think they Red Bull,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Monster really think they Red Bull,monster really think red bull,product,red bull,positive
UphYE3guQhU,Skill,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Skill,skill,video_quality,skill,neutral
UphYE3guQhU,Damn that's scary,2023-12-15T17:00:35Z,66954,2428963,3430000,Dec-23,Damn that's scary,damn thats scary,product,dam,negative
